bus;reduction
326351;-1.1893815241553654
655661;-1.2238906510268386
599041;-1.2281197090510432
331911;-1.228526225335031
215351;-1.2355499040375122
331991;-1.2368943256771914
mrt_724281trf_16_5003a;-1.2723500029630905
553691;-1.2894257245629888
6cf1044;-1.303311849983011
6cf1558;-1.340661606697278
mrt_581121trf_6_3721a;-1.3544799504877894
mrt_633781trf_16_3904a;-1.4774780406149297
mrt_17881trf_16_3548a;-1.5275526518366966
10561;-1.9404492723769629
69241;-1.9406591014160668
66501;-1.944721827119153
48841;-1.9566683944870746
49521;-1.9598958118596421
9691;-1.9725199223388294
21941;-1.9725462102414468
61241;-1.9884873214985461
61271;-1.9920046697960423
73991;-2.0246485636329012
74711;-2.0301914138224397
48731;-2.0354697967427775
66471;-2.0456003332648613
662561;-2.070936846300423
73961;-2.077993446310561
815081;-2.0834901124936493
818711;-2.0846562522851144
74761;-2.0850114911682773
74941;-2.0853128329997013
56901;-2.0955192182992803
11cs1939;-2.095906972199895
818911;-2.101361500521243
818821;-2.106749219556665
818191;-2.1167070616471406
818091;-2.12362076288208
818411;-2.130097372528251
817981;-2.1330681765959127
818301;-2.1370668248311944
817531;-2.167799004276656
817851;-2.1729108235359007
817761;-2.179245674874661
817351;-2.1796595636620246
817641;-2.1885099227199234
815611;-2.206209513463527
37671;-2.2165033566062604
817131;-2.225003563048162
815481;-2.244565856291402
30821;-2.2693602674049203
310331;-2.3243347266716903
801061;-2.361346296696574
800931;-2.384855827605019
60331;-2.38571099649392
800831;-2.4113513116070386
801151;-2.4187711780898375
801031;-2.451758735070648
7871;-2.4608630827631295
74141;-2.4620219618723915
7811;-2.46260774090187
8001;-2.46396980274854
37491;-2.485025349762921
320761;-2.4890712922038247
320741;-2.4897377948887964
48231;-2.4935524027172526
758521;-2.4958399967113216
822381;-2.4980638374124418
63001;-2.5002168674304244
1971;-2.502697847835403
822731;-2.5027518280574945
824691;-2.504062491127648
824461;-2.505452582538414
799881;-2.5054765364182394
824531;-2.510950849394302
46651;-2.5142199584814158
46631;-2.515929599540815
31711;-2.521303175377934
809451;-2.5304787121873495
822471;-2.538926251092903
48241;-2.5398687853677835
43981;-2.5466958750341497
822751;-2.5476824227978625
800391;-2.5493406314024405
801271;-2.5643965719529724
800611;-2.577163237845472
43941;-2.5807155846146017
820441;-2.582260057288515
801511;-2.582279014718555
46621;-2.584054917443403
809491;-2.584754291416548
809501;-2.5863004627096124
133941;-2.590414693567247
820521;-2.5905630299372824
30621;-2.5937808251164576
275541;-2.5987450463175996
800481;-2.6068054279983954
63781;-2.6221150701170366
151401;-2.6268073582266
201;-2.631084530231032
151261;-2.6437944602895307
6cf1965;-2.664051489791408
151301;-2.668777421793049
151281;-2.673905212977342
151211;-2.6920791878389885
18071;-2.692157724136681
48491;-2.694157279309767
10801;-2.6978267750073215
28721;-2.705030780382664
28611;-2.711354683656417
1891;-2.7315447144320224
71601;-2.7685147411397715
134431;-2.7838660557658983
134441;-2.7853061021424494
151171;-2.854411952922547
536711;-2.854602634574544
71201;-2.8792714459502733
37771;-2.9153894779567118
30741;-2.9286912451741927
13921;-2.947140109943522
151151;-2.948510045852217
mrt_71261trf_6_1212a;-2.972605765964751
mrt_9111trf_6_127a;-3.013107428000904
780391;-3.0146557709838504
